unit,Geopolitical entity (reporting),TIME_PERIOD,category code,OBS_VALUE,Aggregated category name,NUTS_code
T,Greece,2016,W06,0.0,metal,GRC
T,Greece,2016,W071,0.0,glass,GRC
T,Greece,2016,W072,0.0,paper,GRC
T,Greece,2016,W074,0.0,plastic,GRC
T,Greece,2016,W075,0.0,wood,GRC
T,Greece,2016,W077_08,181694.0,weee + batt + vehicles,GRC
T,Greece,2016,W09,364034.0,organic waste,GRC
T,Greece,2016,W10,9032154.0,mixed waste,GRC
T,Greece,2016,W11,0.0,common sludges,GRC
T,Greece,2016,W12-13,0.0,mineral waste,GRC
T,Greece,2018,W01-05,2352.0,chemical and medical,GRC
T,Greece,2018,W06,16158.0,metal,GRC
T,Greece,2018,W071,27172.0,glass,GRC
T,Greece,2018,W072,59366.0,paper,GRC
T,Greece,2018,W074,21106.0,plastic,GRC
T,Greece,2018,W075,1692.0,wood,GRC
T,Greece,2018,W077_08,13836.0,weee + batt + vehicles,GRC
T,Greece,2018,W09,131062.0,organic waste,GRC
T,Greece,2018,W10,8838036.0,mixed waste,GRC
T,Greece,2018,W11,22.0,common sludges,GRC
T,Greece,2018,W12-13,100038.0,mineral waste,GRC
T,Greece,2020,W01-05,1960.0,chemical and medical,GRC
T,Greece,2020,W06,1586.0,metal,GRC
T,Greece,2020,W071,22034.0,glass,GRC
T,Greece,2020,W072,29952.0,paper,GRC
T,Greece,2020,W074,32230.0,plastic,GRC
T,Greece,2020,W075,1030.0,wood,GRC
T,Greece,2020,W077_08,6896.0,weee + batt + vehicles,GRC
T,Greece,2020,W09,196408.0,organic waste,GRC
T,Greece,2020,W10,8531068.0,mixed waste,GRC
T,Greece,2020,W11,106.0,common sludges,GRC
T,Greece,2020,W12-13,210043.0,mineral waste,GRC
T,Greece,2022,W01-05,2806.0,chemical and medical,GRC
T,Greece,2022,W06,1244.0,metal,GRC
T,Greece,2022,W071,20510.0,glass,GRC
T,Greece,2022,W072,8702.0,paper,GRC
T,Greece,2022,W074,3502.0,plastic,GRC
T,Greece,2022,W075,106.0,wood,GRC
T,Greece,2022,W077_08,8312.0,weee + batt + vehicles,GRC
T,Greece,2022,W09,133524.0,organic waste,GRC
T,Greece,2022,W10,7268158.0,mixed waste,GRC
T,Greece,2022,W11,260.0,common sludges,GRC
T,Greece,2022,W12-13,535114.0,mineral waste,GRC
T,Spain,2004,W01-05,86186.0,chemical and medical,ESP
T,Spain,2004,W071,803080.0,glass,ESP
T,Spain,2004,W072,1396548.0,paper,ESP
T,Spain,2004,W074,265406.0,plastic,ESP
T,Spain,2004,W075,234546.0,wood,ESP
T,Spain,2004,W077_08,307786.0,weee + batt + vehicles,ESP
T,Spain,2004,W09,23716.0,organic waste,ESP
T,Spain,2004,W10,40242000.0,mixed waste,ESP
T,Spain,2004,W11,93112.0,common sludges,ESP
T,Spain,2004,W12-13,746.0,mineral waste,ESP
T,Spain,2006,W01-05,93488.0,chemical and medical,ESP
T,Spain,2006,W071,1104228.0,glass,ESP
T,Spain,2006,W072,1649742.0,paper,ESP
T,Spain,2006,W074,218766.0,plastic,ESP
T,Spain,2006,W075,131494.0,wood,ESP
T,Spain,2006,W077_08,182778.0,weee + batt + vehicles,ESP
T,Spain,2006,W09,6104.0,organic waste,ESP
T,Spain,2006,W10,40803442.0,mixed waste,ESP
T,Spain,2006,W11,125782.0,common sludges,ESP
T,Spain,2006,W12-13,0.0,mineral waste,ESP
T,Spain,2008,W01-05,5790.0,chemical and medical,ESP
T,Spain,2008,W071,1053858.0,glass,ESP
T,Spain,2008,W072,2196748.0,paper,ESP
T,Spain,2008,W074,367896.0,plastic,ESP
T,Spain,2008,W075,242118.0,wood,ESP
T,Spain,2008,W077_08,223752.0,weee + batt + vehicles,ESP
T,Spain,2008,W09,0.0,organic waste,ESP
T,Spain,2008,W10,41824218.0,mixed waste,ESP
T,Spain,2008,W11,61022.0,common sludges,ESP
T,Spain,2008,W12-13,0.0,mineral waste,ESP
T,Spain,2010,W01-05,4740.0,chemical and medical,ESP
T,Spain,2010,W06,112830.0,metal,ESP
T,Spain,2010,W071,1219670.0,glass,ESP
T,Spain,2010,W072,2448076.0,paper,ESP
T,Spain,2010,W074,370998.0,plastic,ESP
T,Spain,2010,W075,384106.0,wood,ESP
T,Spain,2010,W077_08,204590.0,weee + batt + vehicles,ESP
T,Spain,2010,W09,1116860.0,organic waste,ESP
T,Spain,2010,W10,39767950.0,mixed waste,ESP
T,Spain,2010,W11,0.0,common sludges,ESP
T,Spain,2010,W12-13,746772.0,mineral waste,ESP
T,Spain,2012,W01-05,13354.0,chemical and medical,ESP
T,Spain,2012,W06,69280.0,metal,ESP
T,Spain,2012,W071,1283630.0,glass,ESP
T,Spain,2012,W072,1695434.0,paper,ESP
T,Spain,2012,W074,215048.0,plastic,ESP
T,Spain,2012,W075,261018.0,wood,ESP
T,Spain,2012,W077_08,105146.0,weee + batt + vehicles,ESP
T,Spain,2012,W09,1095128.0,organic waste,ESP
T,Spain,2012,W10,36790762.0,mixed waste,ESP
T,Spain,2012,W11,0.0,common sludges,ESP
T,Spain,2012,W12-13,877850.0,mineral waste,ESP
T,Spain,2014,W01-05,13758.0,chemical and medical,ESP
T,Spain,2014,W06,45196.0,metal,ESP
T,Spain,2014,W071,1244598.0,glass,ESP
T,Spain,2014,W072,1525702.0,paper,ESP
T,Spain,2014,W074,79782.0,plastic,ESP
T,Spain,2014,W075,177166.0,wood,ESP
T,Spain,2014,W077_08,147082.0,weee + batt + vehicles,ESP
T,Spain,2014,W09,1079370.0,organic waste,ESP
T,Spain,2014,W10,35002370.0,mixed waste,ESP
T,Spain,2014,W11,0.0,common sludges,ESP
T,Spain,2014,W12-13,919258.0,mineral waste,ESP
T,Spain,2016,W01-05,8476.0,chemical and medical,ESP
T,Spain,2016,W06,40752.0,metal,ESP
T,Spain,2016,W071,1595856.0,glass,ESP
T,Spain,2016,W072,2042332.0,paper,ESP
T,Spain,2016,W074,50238.0,plastic,ESP
T,Spain,2016,W075,190162.0,wood,ESP
T,Spain,2016,W077_08,95978.0,weee + batt + vehicles,ESP
T,Spain,2016,W09,1193970.0,organic waste,ESP
T,Spain,2016,W10,37501594.0,mixed waste,ESP
T,Spain,2016,W11,0.0,common sludges,ESP
T,Spain,2016,W12-13,590160.0,mineral waste,ESP
T,Spain,2018,W01-05,18544.0,chemical and medical,ESP
T,Spain,2018,W06,55750.0,metal,ESP
T,Spain,2018,W071,1669528.0,glass,ESP
T,Spain,2018,W072,2134770.0,paper,ESP
T,Spain,2018,W074,48100.0,plastic,ESP
T,Spain,2018,W075,272306.0,wood,ESP
T,Spain,2018,W077_08,121246.0,weee + batt + vehicles,ESP
T,Spain,2018,W09,2020034.0,organic waste,ESP
T,Spain,2018,W10,38032462.0,mixed waste,ESP
T,Spain,2018,W11,0.0,common sludges,ESP
T,Spain,2018,W12-13,945096.0,mineral waste,ESP
T,Spain,2020,W01-05,8714.0,chemical and medical,ESP
T,Spain,2020,W06,46102.0,metal,ESP
T,Spain,2020,W071,1657730.0,glass,ESP
T,Spain,2020,W072,2680034.0,paper,ESP
T,Spain,2020,W074,17426.0,plastic,ESP
T,Spain,2020,W075,275066.0,wood,ESP
T,Spain,2020,W077_08,359677.0,weee + batt + vehicles,ESP
T,Spain,2020,W09,2506424.0,organic waste,ESP
T,Spain,2020,W10,36434998.0,mixed waste,ESP
T,Spain,2020,W11,0.0,common sludges,ESP
T,Spain,2020,W12-13,903304.0,mineral waste,ESP
T,Spain,2022,W01-05,9976.0,chemical and medical,ESP
T,Spain,2022,W06,48384.0,metal,ESP
T,Spain,2022,W071,1868312.0,glass,ESP
T,Spain,2022,W072,2986900.0,paper,ESP
T,Spain,2022,W074,48586.0,plastic,ESP
T,Spain,2022,W075,330080.0,wood,ESP
T,Spain,2022,W077_08,418671.0,weee + batt + vehicles,ESP
T,Spain,2022,W09,2932712.0,organic waste,ESP
T,Spain,2022,W10,37581016.0,mixed waste,ESP
T,Spain,2022,W11,0.0,common sludges,ESP
T,Spain,2022,W12-13,993026.0,mineral waste,ESP
T,European Union - 27 countries (from 2020),2004,W01-05,440000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2004,W071,14180000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2004,W072,28440000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2004,W074,3020000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2004,W075,3980000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2004,W077_08,2530000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2004,W09,20000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2004,W10,259940000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2004,W11,320000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2004,W12-13,20000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2006,W01-05,560000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2006,W071,12860000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2006,W072,29800000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2006,W074,4180000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2006,W075,4940000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2006,W077_08,3410000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2006,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2006,W10,258680000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2006,W11,340000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2006,W12-13,620000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2008,W01-05,320000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2008,W071,13840000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2008,W072,31760000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2008,W074,3720000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2008,W075,5470000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2008,W077_08,3840000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2008,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2008,W10,257180000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2008,W11,260000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2008,W12-13,0.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2010,W01-05,170000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2010,W06,3630000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2010,W071,8220000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2010,W072,16010000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2010,W074,2070000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2010,W075,3280000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2010,W077_08,2930000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2010,W09,22250000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2010,W10,248600000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2010,W11,250000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2010,W12-13,3280000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2012,W01-05,80000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2012,W06,0.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2012,W072,0.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2012,W074,0.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2012,W077_08,1180000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2012,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2012,W10,20000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2012,W11,120000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2012,W12-13,100000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2014,W01-05,90000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2014,W06,0.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2014,W072,0.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2014,W074,0.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2014,W077_08,160000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2014,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2014,W10,50000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2014,W11,240000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2014,W12-13,90000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2016,W01-05,220000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2016,W06,4350000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2016,W071,16980000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2016,W072,30720000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2016,W074,5800000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2016,W075,4330000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2016,W077_08,5590000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2016,W09,48940000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2016,W10,223600000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2016,W11,110000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2016,W12-13,5510000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2018,W01-05,310000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2018,W06,8400000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2018,W071,18140000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2018,W072,32480000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2018,W074,6560000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2018,W075,9740000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2018,W077_08,8670000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2018,W09,43260000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2018,W10,225240000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2018,W11,260000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2018,W12-13,12240000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2020,W01-05,420000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2020,W06,9080000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2020,W071,19820000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2020,W072,31380000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2020,W074,7600000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2020,W075,10200000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2020,W077_08,8850000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2020,W09,67120000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2020,W10,227530000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2020,W11,460000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2020,W12-13,14850000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2022,W01-05,400000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2022,W06,7860000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2022,W071,20480000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2022,W072,32000000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2022,W074,8040000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2022,W075,9690000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2022,W077_08,8300000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2022,W09,67100000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2022,W10,221300000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2022,W11,180000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2022,W12-13,14280000.0,mineral waste,EU27_2020
T,European Union - 28 countries (2013-2020),2004,W01-05,480000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2004,W071,15760000.0,glass,
T,European Union - 28 countries (2013-2020),2004,W072,32560000.0,paper,
T,European Union - 28 countries (2013-2020),2004,W074,3260000.0,plastic,
T,European Union - 28 countries (2013-2020),2004,W075,4780000.0,wood,
T,European Union - 28 countries (2013-2020),2004,W077_08,4460000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2004,W09,20000.0,organic waste,
T,European Union - 28 countries (2013-2020),2004,W10,308860000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2004,W11,320000.0,common sludges,
T,European Union - 28 countries (2013-2020),2004,W12-13,40000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2006,W01-05,580000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2006,W071,14760000.0,glass,
T,European Union - 28 countries (2013-2020),2006,W072,33540000.0,paper,
T,European Union - 28 countries (2013-2020),2006,W074,4340000.0,plastic,
T,European Union - 28 countries (2013-2020),2006,W075,6020000.0,wood,
T,European Union - 28 countries (2013-2020),2006,W077_08,5790000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2006,W09,0.0,organic waste,
T,European Union - 28 countries (2013-2020),2006,W10,304860000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2006,W11,340000.0,common sludges,
T,European Union - 28 countries (2013-2020),2006,W12-13,620000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2008,W01-05,400000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2008,W071,16020000.0,glass,
T,European Union - 28 countries (2013-2020),2008,W072,35360000.0,paper,
T,European Union - 28 countries (2013-2020),2008,W074,3920000.0,plastic,
T,European Union - 28 countries (2013-2020),2008,W075,6570000.0,wood,
T,European Union - 28 countries (2013-2020),2008,W077_08,6250000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2008,W09,0.0,organic waste,
T,European Union - 28 countries (2013-2020),2008,W10,299520000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2008,W11,260000.0,common sludges,
T,European Union - 28 countries (2013-2020),2008,W12-13,0.0,mineral waste,
T,European Union - 28 countries (2013-2020),2010,W01-05,190000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2010,W06,4140000.0,metal,
T,European Union - 28 countries (2013-2020),2010,W071,9580000.0,glass,
T,European Union - 28 countries (2013-2020),2010,W072,18920000.0,paper,
T,European Union - 28 countries (2013-2020),2010,W074,2410000.0,plastic,
T,European Union - 28 countries (2013-2020),2010,W075,4020000.0,wood,
T,European Union - 28 countries (2013-2020),2010,W077_08,3290000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2010,W09,26550000.0,organic waste,
T,European Union - 28 countries (2013-2020),2010,W10,281560000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2010,W11,250000.0,common sludges,
T,European Union - 28 countries (2013-2020),2010,W12-13,3560000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2012,W01-05,230000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2012,W06,6360000.0,metal,
T,European Union - 28 countries (2013-2020),2012,W071,19040000.0,glass,
T,European Union - 28 countries (2013-2020),2012,W072,37060000.0,paper,
T,European Union - 28 countries (2013-2020),2012,W074,5760000.0,plastic,
T,European Union - 28 countries (2013-2020),2012,W075,4200000.0,wood,
T,European Union - 28 countries (2013-2020),2012,W077_08,5430000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2012,W09,28730000.0,organic waste,
T,European Union - 28 countries (2013-2020),2012,W10,266260000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2012,W11,120000.0,common sludges,
T,European Union - 28 countries (2013-2020),2012,W12-13,2280000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2014,W01-05,370000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2014,W06,5210000.0,metal,
T,European Union - 28 countries (2013-2020),2014,W071,18920000.0,glass,
T,European Union - 28 countries (2013-2020),2014,W072,35840000.0,paper,
T,European Union - 28 countries (2013-2020),2014,W074,6200000.0,plastic,
T,European Union - 28 countries (2013-2020),2014,W075,5020000.0,wood,
T,European Union - 28 countries (2013-2020),2014,W077_08,4870000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2014,W09,55210000.0,organic waste,
T,European Union - 28 countries (2013-2020),2014,W10,257300000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2014,W11,240000.0,common sludges,
T,European Union - 28 countries (2013-2020),2014,W12-13,2360000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2016,W01-05,480000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2016,W06,6360000.0,metal,
T,European Union - 28 countries (2013-2020),2016,W071,19840000.0,glass,
T,European Union - 28 countries (2013-2020),2016,W072,36240000.0,paper,
T,European Union - 28 countries (2013-2020),2016,W074,6820000.0,plastic,
T,European Union - 28 countries (2013-2020),2016,W075,10270000.0,wood,
T,European Union - 28 countries (2013-2020),2016,W077_08,7610000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2016,W09,66540000.0,organic waste,
T,European Union - 28 countries (2013-2020),2016,W10,260280000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2016,W11,220000.0,common sludges,
T,European Union - 28 countries (2013-2020),2016,W12-13,11020000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2018,W01-05,360000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2018,W06,9540000.0,metal,
T,European Union - 28 countries (2013-2020),2018,W071,21000000.0,glass,
T,European Union - 28 countries (2013-2020),2018,W072,37860000.0,paper,
T,European Union - 28 countries (2013-2020),2018,W074,7620000.0,plastic,
T,European Union - 28 countries (2013-2020),2018,W075,11500000.0,wood,
T,European Union - 28 countries (2013-2020),2018,W077_08,9330000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2018,W09,51420000.0,organic waste,
T,European Union - 28 countries (2013-2020),2018,W10,255400000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2018,W11,260000.0,common sludges,
T,European Union - 28 countries (2013-2020),2018,W12-13,12240000.0,mineral waste,
T,Finland,2004,W01-05,3610.0,chemical and medical,FIN
T,Finland,2004,W071,109490.0,glass,FIN
T,Finland,2004,W072,410000.0,paper,FIN
T,Finland,2004,W074,23058.0,plastic,FIN
T,Finland,2004,W075,47492.0,wood,FIN
T,Finland,2004,W077_08,17058.0,weee + batt + vehicles,FIN
T,Finland,2004,W09,0.0,organic waste,FIN
T,Finland,2004,W10,1559218.0,mixed waste,FIN
T,Finland,2004,W11,0.0,common sludges,FIN
T,Finland,2004,W12-13,0.0,mineral waste,FIN
T,Finland,2006,W01-05,2368.0,chemical and medical,FIN
T,Finland,2006,W071,126072.0,glass,FIN
T,Finland,2006,W072,392246.0,paper,FIN
T,Finland,2006,W074,25828.0,plastic,FIN
T,Finland,2006,W075,28908.0,wood,FIN
T,Finland,2006,W077_08,41044.0,weee + batt + vehicles,FIN
T,Finland,2006,W09,0.0,organic waste,FIN
T,Finland,2006,W10,1545174.0,mixed waste,FIN
T,Finland,2006,W11,0.0,common sludges,FIN
T,Finland,2006,W12-13,0.0,mineral waste,FIN
T,Finland,2008,W01-05,708.0,chemical and medical,FIN
T,Finland,2008,W071,106600.0,glass,FIN
T,Finland,2008,W072,453800.0,paper,FIN
T,Finland,2008,W074,45600.0,plastic,FIN
T,Finland,2008,W075,124800.0,wood,FIN
T,Finland,2008,W077_08,71710.0,weee + batt + vehicles,FIN
T,Finland,2008,W09,0.0,organic waste,FIN
T,Finland,2008,W10,2127182.0,mixed waste,FIN
T,Finland,2008,W11,0.0,common sludges,FIN
T,Finland,2008,W12-13,0.0,mineral waste,FIN
T,Finland,2010,W01-05,0.0,chemical and medical,FIN
T,Finland,2010,W06,19556.0,metal,FIN
T,Finland,2010,W071,86374.0,glass,FIN
T,Finland,2010,W072,494134.0,paper,FIN
T,Finland,2010,W074,18926.0,plastic,FIN
T,Finland,2010,W075,45392.0,wood,FIN
T,Finland,2010,W077_08,375400.0,weee + batt + vehicles,FIN
T,Finland,2010,W09,336948.0,organic waste,FIN
T,Finland,2010,W10,1724178.0,mixed waste,FIN
T,Finland,2010,W11,260618.0,common sludges,FIN
T,Finland,2010,W12-13,0.0,mineral waste,FIN
T,Finland,2012,W01-05,9840.0,chemical and medical,FIN
T,Finland,2012,W06,176080.0,metal,FIN
T,Finland,2012,W071,140418.0,glass,FIN
T,Finland,2012,W072,413180.0,paper,FIN
T,Finland,2012,W074,3956.0,plastic,FIN
T,Finland,2012,W075,69732.0,wood,FIN
T,Finland,2012,W077_08,387760.0,weee + batt + vehicles,FIN
T,Finland,2012,W09,330330.0,organic waste,FIN
T,Finland,2012,W10,1922224.0,mixed waste,FIN
T,Finland,2012,W11,0.0,common sludges,FIN
T,Finland,2012,W12-13,0.0,mineral waste,FIN
T,Finland,2014,W01-05,0.0,chemical and medical,FIN
T,Finland,2014,W06,62972.0,metal,FIN
T,Finland,2014,W071,9994.0,glass,FIN
T,Finland,2014,W072,406794.0,paper,FIN
T,Finland,2014,W074,57118.0,plastic,FIN
T,Finland,2014,W075,56946.0,wood,FIN
T,Finland,2014,W077_08,330136.0,weee + batt + vehicles,FIN
T,Finland,2014,W09,445084.0,organic waste,FIN
T,Finland,2014,W10,1836874.0,mixed waste,FIN
T,Finland,2014,W11,0.0,common sludges,FIN
T,Finland,2014,W12-13,0.0,mineral waste,FIN
T,Finland,2016,W01-05,0.0,chemical and medical,FIN
T,Finland,2016,W06,226686.0,metal,FIN
T,Finland,2016,W071,108300.0,glass,FIN
T,Finland,2016,W072,143272.0,paper,FIN
T,Finland,2016,W074,55228.0,plastic,FIN
T,Finland,2016,W075,58528.0,wood,FIN
T,Finland,2016,W077_08,316906.0,weee + batt + vehicles,FIN
T,Finland,2016,W09,522082.0,organic waste,FIN
T,Finland,2016,W10,2152316.0,mixed waste,FIN
T,Finland,2016,W11,0.0,common sludges,FIN
T,Finland,2016,W12-13,0.0,mineral waste,FIN
T,Finland,2018,W01-05,982.0,chemical and medical,FIN
T,Finland,2018,W06,179832.0,metal,FIN
T,Finland,2018,W071,125792.0,glass,FIN
T,Finland,2018,W072,583300.0,paper,FIN
T,Finland,2018,W074,75000.0,plastic,FIN
T,Finland,2018,W075,135542.0,wood,FIN
T,Finland,2018,W077_08,331310.0,weee + batt + vehicles,FIN
T,Finland,2018,W09,603574.0,organic waste,FIN
T,Finland,2018,W10,2033052.0,mixed waste,FIN
T,Finland,2018,W11,5266.0,common sludges,FIN
T,Finland,2018,W12-13,0.0,mineral waste,FIN
T,Finland,2020,W01-05,2376.0,chemical and medical,FIN
T,Finland,2020,W06,174008.0,metal,FIN
T,Finland,2020,W071,110018.0,glass,FIN
T,Finland,2020,W072,715146.0,paper,FIN
T,Finland,2020,W074,139288.0,plastic,FIN
T,Finland,2020,W075,143906.0,wood,FIN
T,Finland,2020,W077_08,369792.0,weee + batt + vehicles,FIN
T,Finland,2020,W09,740094.0,organic waste,FIN
T,Finland,2020,W10,2555606.0,mixed waste,FIN
T,Finland,2020,W11,0.0,common sludges,FIN
T,Finland,2020,W12-13,0.0,mineral waste,FIN
