unit,Geopolitical entity (reporting),TIME_PERIOD,category code,OBS_VALUE,Aggregated category name,NUTS_code
T,Spain,2016,W077_08,47989.0,weee + batt + vehicles,ESP
T,Spain,2016,W09,596985.0,organic waste,ESP
T,Spain,2016,W10,18750797.0,mixed waste,ESP
T,Spain,2016,W11,0.0,common sludges,ESP
T,Spain,2016,W12-13,295080.0,mineral waste,ESP
T,Spain,2018,W01-05,9272.0,chemical and medical,ESP
T,Spain,2018,W06,27875.0,metal,ESP
T,Spain,2018,W071,834764.0,glass,ESP
T,Spain,2018,W072,1067385.0,paper,ESP
T,Spain,2018,W074,24050.0,plastic,ESP
T,Spain,2018,W075,136153.0,wood,ESP
T,Spain,2018,W077_08,60623.0,weee + batt + vehicles,ESP
T,Spain,2018,W09,1010017.0,organic waste,ESP
T,Spain,2018,W10,19016231.0,mixed waste,ESP
T,Spain,2018,W11,0.0,common sludges,ESP
T,Spain,2018,W12-13,472548.0,mineral waste,ESP
T,Spain,2020,W01-05,4357.0,chemical and medical,ESP
T,Spain,2020,W06,23051.0,metal,ESP
T,Spain,2020,W071,828865.0,glass,ESP
T,Spain,2020,W072,1340017.0,paper,ESP
T,Spain,2020,W074,8713.0,plastic,ESP
T,Spain,2020,W075,137533.0,wood,ESP
T,Spain,2020,W077_08,179838.0,weee + batt + vehicles,ESP
T,Spain,2020,W09,1253212.0,organic waste,ESP
T,Spain,2020,W10,18217499.0,mixed waste,ESP
T,Spain,2020,W11,0.0,common sludges,ESP
T,Spain,2020,W12-13,451652.0,mineral waste,ESP
T,Spain,2022,W01-05,4988.0,chemical and medical,ESP
T,Spain,2022,W06,24192.0,metal,ESP
T,Spain,2022,W071,934156.0,glass,ESP
T,Spain,2022,W072,1493450.0,paper,ESP
T,Spain,2022,W074,24293.0,plastic,ESP
T,Spain,2022,W075,165040.0,wood,ESP
T,Spain,2022,W077_08,209335.0,weee + batt + vehicles,ESP
T,Spain,2022,W09,1466356.0,organic waste,ESP
T,Spain,2022,W10,18790508.0,mixed waste,ESP
T,Spain,2022,W11,0.0,common sludges,ESP
T,Spain,2022,W12-13,496513.0,mineral waste,ESP
T,European Union - 27 countries (from 2020),2004,W01-05,230000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2004,W071,7090000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2004,W072,14220000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2004,W074,1510000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2004,W075,2100000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2004,W077_08,1600000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2004,W09,10000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2004,W10,129950000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2004,W11,160000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2004,W12-13,10000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2006,W01-05,280000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2006,W071,6430000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2006,W072,14900000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2006,W074,2090000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2006,W075,2470000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2006,W077_08,1710000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2006,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2006,W10,129300000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2006,W11,170000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2006,W12-13,310000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2008,W01-05,160000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2008,W071,6920000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2008,W072,15880000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2008,W074,1860000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2008,W075,2730000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2008,W077_08,1920000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2008,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2008,W10,128570000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2008,W11,130000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2008,W12-13,0.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2010,W01-05,170000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2010,W06,3630000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2010,W071,8220000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2010,W072,16010000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2010,W074,2070000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2010,W075,3280000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2010,W077_08,2850000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2010,W09,22250000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2010,W10,126560000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2010,W11,250000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2010,W12-13,3280000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2012,W01-05,70000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2012,W077_08,0.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2012,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2012,W11,120000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2012,W12-13,100000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2014,W01-05,60000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2014,W077_08,0.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2014,W09,0.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2014,W11,120000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2014,W12-13,90000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2016,W01-05,220000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2016,W06,2570000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2016,W071,8490000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2016,W072,15360000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2016,W074,2900000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2016,W075,4330000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2016,W077_08,3430000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2016,W09,28310000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2016,W10,114400000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2016,W11,110000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2016,W12-13,5510000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2018,W01-05,150000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2018,W06,4200000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2018,W071,9070000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2018,W072,16240000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2018,W074,3280000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2018,W075,4870000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2018,W077_08,4400000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2018,W09,21630000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2018,W10,112530000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2018,W11,130000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2018,W12-13,6120000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2020,W01-05,210000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2020,W06,4540000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2020,W071,9910000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2020,W072,15690000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2020,W074,3800000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2020,W075,5100000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2020,W077_08,4430000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2020,W09,33560000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2020,W10,113670000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2020,W11,230000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2020,W12-13,7420000.0,mineral waste,EU27_2020
T,European Union - 27 countries (from 2020),2022,W01-05,200000.0,chemical and medical,EU27_2020
T,European Union - 27 countries (from 2020),2022,W06,3930000.0,metal,EU27_2020
T,European Union - 27 countries (from 2020),2022,W071,10240000.0,glass,EU27_2020
T,European Union - 27 countries (from 2020),2022,W072,16000000.0,paper,EU27_2020
T,European Union - 27 countries (from 2020),2022,W074,4020000.0,plastic,EU27_2020
T,European Union - 27 countries (from 2020),2022,W075,4840000.0,wood,EU27_2020
T,European Union - 27 countries (from 2020),2022,W077_08,4150000.0,weee + batt + vehicles,EU27_2020
T,European Union - 27 countries (from 2020),2022,W09,33550000.0,organic waste,EU27_2020
T,European Union - 27 countries (from 2020),2022,W10,110570000.0,mixed waste,EU27_2020
T,European Union - 27 countries (from 2020),2022,W11,90000.0,common sludges,EU27_2020
T,European Union - 27 countries (from 2020),2022,W12-13,7140000.0,mineral waste,EU27_2020
T,European Union - 28 countries (2013-2020),2004,W01-05,240000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2004,W071,7880000.0,glass,
T,European Union - 28 countries (2013-2020),2004,W072,16280000.0,paper,
T,European Union - 28 countries (2013-2020),2004,W074,1630000.0,plastic,
T,European Union - 28 countries (2013-2020),2004,W075,2390000.0,wood,
T,European Union - 28 countries (2013-2020),2004,W077_08,2230000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2004,W09,10000.0,organic waste,
T,European Union - 28 countries (2013-2020),2004,W10,154410000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2004,W11,160000.0,common sludges,
T,European Union - 28 countries (2013-2020),2004,W12-13,20000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2006,W01-05,290000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2006,W071,7380000.0,glass,
T,European Union - 28 countries (2013-2020),2006,W072,16770000.0,paper,
T,European Union - 28 countries (2013-2020),2006,W074,2170000.0,plastic,
T,European Union - 28 countries (2013-2020),2006,W075,3010000.0,wood,
T,European Union - 28 countries (2013-2020),2006,W077_08,2900000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2006,W09,0.0,organic waste,
T,European Union - 28 countries (2013-2020),2006,W10,152390000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2006,W11,170000.0,common sludges,
T,European Union - 28 countries (2013-2020),2006,W12-13,310000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2008,W01-05,200000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2008,W071,8010000.0,glass,
T,European Union - 28 countries (2013-2020),2008,W072,17680000.0,paper,
T,European Union - 28 countries (2013-2020),2008,W074,1960000.0,plastic,
T,European Union - 28 countries (2013-2020),2008,W075,3280000.0,wood,
T,European Union - 28 countries (2013-2020),2008,W077_08,3120000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2008,W09,0.0,organic waste,
T,European Union - 28 countries (2013-2020),2008,W10,149740000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2008,W11,130000.0,common sludges,
T,European Union - 28 countries (2013-2020),2008,W12-13,0.0,mineral waste,
T,European Union - 28 countries (2013-2020),2010,W01-05,180000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2010,W06,4140000.0,metal,
T,European Union - 28 countries (2013-2020),2010,W071,9580000.0,glass,
T,European Union - 28 countries (2013-2020),2010,W072,18920000.0,paper,
T,European Union - 28 countries (2013-2020),2010,W074,2410000.0,plastic,
T,European Union - 28 countries (2013-2020),2010,W075,4020000.0,wood,
T,European Union - 28 countries (2013-2020),2010,W077_08,3200000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2010,W09,26550000.0,organic waste,
T,European Union - 28 countries (2013-2020),2010,W10,143090000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2010,W11,250000.0,common sludges,
T,European Union - 28 countries (2013-2020),2010,W12-13,3460000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2012,W01-05,210000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2012,W06,3560000.0,metal,
T,European Union - 28 countries (2013-2020),2012,W071,9520000.0,glass,
T,European Union - 28 countries (2013-2020),2012,W072,18530000.0,paper,
T,European Union - 28 countries (2013-2020),2012,W074,2880000.0,plastic,
T,European Union - 28 countries (2013-2020),2012,W075,4200000.0,wood,
T,European Union - 28 countries (2013-2020),2012,W077_08,3140000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2012,W09,28730000.0,organic waste,
T,European Union - 28 countries (2013-2020),2012,W10,135310000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2012,W11,120000.0,common sludges,
T,European Union - 28 countries (2013-2020),2012,W12-13,2160000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2014,W01-05,210000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2014,W06,2950000.0,metal,
T,European Union - 28 countries (2013-2020),2014,W071,9460000.0,glass,
T,European Union - 28 countries (2013-2020),2014,W072,17920000.0,paper,
T,European Union - 28 countries (2013-2020),2014,W074,3100000.0,plastic,
T,European Union - 28 countries (2013-2020),2014,W075,5020000.0,wood,
T,European Union - 28 countries (2013-2020),2014,W077_08,3140000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2014,W09,31150000.0,organic waste,
T,European Union - 28 countries (2013-2020),2014,W10,128600000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2014,W11,120000.0,common sludges,
T,European Union - 28 countries (2013-2020),2014,W12-13,2080000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2016,W01-05,240000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2016,W06,3180000.0,metal,
T,European Union - 28 countries (2013-2020),2016,W071,9920000.0,glass,
T,European Union - 28 countries (2013-2020),2016,W072,18120000.0,paper,
T,European Union - 28 countries (2013-2020),2016,W074,3410000.0,plastic,
T,European Union - 28 countries (2013-2020),2016,W075,5230000.0,wood,
T,European Union - 28 countries (2013-2020),2016,W077_08,3800000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2016,W09,33270000.0,organic waste,
T,European Union - 28 countries (2013-2020),2016,W10,130000000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2016,W11,110000.0,common sludges,
T,European Union - 28 countries (2013-2020),2016,W12-13,5510000.0,mineral waste,
T,European Union - 28 countries (2013-2020),2018,W01-05,180000.0,chemical and medical,
T,European Union - 28 countries (2013-2020),2018,W06,4770000.0,metal,
T,European Union - 28 countries (2013-2020),2018,W071,10500000.0,glass,
T,European Union - 28 countries (2013-2020),2018,W072,18930000.0,paper,
T,European Union - 28 countries (2013-2020),2018,W074,3810000.0,plastic,
T,European Union - 28 countries (2013-2020),2018,W075,5750000.0,wood,
T,European Union - 28 countries (2013-2020),2018,W077_08,4730000.0,weee + batt + vehicles,
T,European Union - 28 countries (2013-2020),2018,W09,25710000.0,organic waste,
T,European Union - 28 countries (2013-2020),2018,W10,127610000.0,mixed waste,
T,European Union - 28 countries (2013-2020),2018,W11,130000.0,common sludges,
T,European Union - 28 countries (2013-2020),2018,W12-13,6120000.0,mineral waste,
T,Finland,2004,W01-05,1805.0,chemical and medical,FIN
T,Finland,2004,W071,54745.0,glass,FIN
T,Finland,2004,W072,205000.0,paper,FIN
T,Finland,2004,W074,11529.0,plastic,FIN
T,Finland,2004,W075,23746.0,wood,FIN
T,Finland,2004,W077_08,8529.0,weee + batt + vehicles,FIN
T,Finland,2004,W09,0.0,organic waste,FIN
T,Finland,2004,W10,779609.0,mixed waste,FIN
T,Finland,2004,W11,0.0,common sludges,FIN
T,Finland,2004,W12-13,0.0,mineral waste,FIN
T,Finland,2006,W01-05,1184.0,chemical and medical,FIN
T,Finland,2006,W071,63036.0,glass,FIN
T,Finland,2006,W072,196123.0,paper,FIN
T,Finland,2006,W074,12914.0,plastic,FIN
T,Finland,2006,W075,14454.0,wood,FIN
T,Finland,2006,W077_08,20522.0,weee + batt + vehicles,FIN
T,Finland,2006,W09,0.0,organic waste,FIN
T,Finland,2006,W10,772587.0,mixed waste,FIN
T,Finland,2006,W11,0.0,common sludges,FIN
T,Finland,2006,W12-13,0.0,mineral waste,FIN
T,Finland,2008,W01-05,354.0,chemical and medical,FIN
T,Finland,2008,W071,53300.0,glass,FIN
T,Finland,2008,W072,226900.0,paper,FIN
T,Finland,2008,W074,22800.0,plastic,FIN
T,Finland,2008,W075,62400.0,wood,FIN
T,Finland,2008,W077_08,35855.0,weee + batt + vehicles,FIN
T,Finland,2008,W09,0.0,organic waste,FIN
T,Finland,2008,W10,1063591.0,mixed waste,FIN
T,Finland,2008,W11,0.0,common sludges,FIN
T,Finland,2008,W12-13,0.0,mineral waste,FIN
T,Finland,2010,W01-05,0.0,chemical and medical,FIN
T,Finland,2010,W06,9778.0,metal,FIN
T,Finland,2010,W071,43187.0,glass,FIN
T,Finland,2010,W072,247067.0,paper,FIN
T,Finland,2010,W074,9463.0,plastic,FIN
T,Finland,2010,W075,22696.0,wood,FIN
T,Finland,2010,W077_08,187700.0,weee + batt + vehicles,FIN
T,Finland,2010,W09,168474.0,organic waste,FIN
T,Finland,2010,W10,862089.0,mixed waste,FIN
T,Finland,2010,W11,130309.0,common sludges,FIN
T,Finland,2010,W12-13,0.0,mineral waste,FIN
T,Finland,2012,W01-05,4920.0,chemical and medical,FIN
T,Finland,2012,W06,88040.0,metal,FIN
T,Finland,2012,W071,70209.0,glass,FIN
T,Finland,2012,W072,206590.0,paper,FIN
T,Finland,2012,W074,1978.0,plastic,FIN
T,Finland,2012,W075,34866.0,wood,FIN
T,Finland,2012,W077_08,193880.0,weee + batt + vehicles,FIN
T,Finland,2012,W09,165165.0,organic waste,FIN
T,Finland,2012,W10,961112.0,mixed waste,FIN
T,Finland,2012,W11,0.0,common sludges,FIN
T,Finland,2012,W12-13,0.0,mineral waste,FIN
T,Finland,2014,W01-05,0.0,chemical and medical,FIN
T,Finland,2014,W06,31486.0,metal,FIN
T,Finland,2014,W071,4997.0,glass,FIN
T,Finland,2014,W072,203397.0,paper,FIN
T,Finland,2014,W074,28559.0,plastic,FIN
T,Finland,2014,W075,28473.0,wood,FIN
T,Finland,2014,W077_08,165068.0,weee + batt + vehicles,FIN
T,Finland,2014,W09,222542.0,organic waste,FIN
T,Finland,2014,W10,918437.0,mixed waste,FIN
T,Finland,2014,W11,0.0,common sludges,FIN
T,Finland,2014,W12-13,0.0,mineral waste,FIN
T,Finland,2016,W01-05,0.0,chemical and medical,FIN
T,Finland,2016,W06,113343.0,metal,FIN
T,Finland,2016,W071,54150.0,glass,FIN
T,Finland,2016,W072,71636.0,paper,FIN
T,Finland,2016,W074,27614.0,plastic,FIN
T,Finland,2016,W075,29264.0,wood,FIN
T,Finland,2016,W077_08,158453.0,weee + batt + vehicles,FIN
T,Finland,2016,W09,261041.0,organic waste,FIN
T,Finland,2016,W10,1076158.0,mixed waste,FIN
T,Finland,2016,W11,0.0,common sludges,FIN
T,Finland,2016,W12-13,0.0,mineral waste,FIN
T,Finland,2018,W01-05,491.0,chemical and medical,FIN
T,Finland,2018,W06,89916.0,metal,FIN
T,Finland,2018,W071,62896.0,glass,FIN
T,Finland,2018,W072,291650.0,paper,FIN
T,Finland,2018,W074,37500.0,plastic,FIN
T,Finland,2018,W075,67771.0,wood,FIN
T,Finland,2018,W077_08,165655.0,weee + batt + vehicles,FIN
T,Finland,2018,W09,301787.0,organic waste,FIN
T,Finland,2018,W10,1003775.0,mixed waste,FIN
T,Finland,2018,W11,2633.0,common sludges,FIN
T,Finland,2018,W12-13,0.0,mineral waste,FIN
T,Finland,2020,W01-05,1188.0,chemical and medical,FIN
T,Finland,2020,W06,87004.0,metal,FIN
T,Finland,2020,W071,55009.0,glass,FIN
T,Finland,2020,W072,357573.0,paper,FIN
T,Finland,2020,W074,69644.0,plastic,FIN
T,Finland,2020,W075,71953.0,wood,FIN
T,Finland,2020,W077_08,184896.0,weee + batt + vehicles,FIN
T,Finland,2020,W09,370047.0,organic waste,FIN
T,Finland,2020,W10,1277803.0,mixed waste,FIN
T,Finland,2020,W11,0.0,common sludges,FIN
T,Finland,2020,W12-13,0.0,mineral waste,FIN
T,Finland,2022,W01-05,1367.0,chemical and medical,FIN
T,Finland,2022,W06,24370.0,metal,FIN
T,Finland,2022,W071,57049.0,glass,FIN
T,Finland,2022,W072,219688.0,paper,FIN
T,Finland,2022,W074,44886.0,plastic,FIN
T,Finland,2022,W075,41678.0,wood,FIN
T,Finland,2022,W077_08,169681.0,weee + batt + vehicles,FIN
T,Finland,2022,W09,253231.0,organic waste,FIN
T,Finland,2022,W10,832741.0,mixed waste,FIN
T,Finland,2022,W11,0.0,common sludges,FIN
T,Finland,2022,W12-13,340.0,mineral waste,FIN
T,France,2004,W01-05,38200.0,chemical and medical,FRA
T,France,2004,W071,1466000.0,glass,FRA
T,France,2004,W072,1038500.0,paper,FRA
T,France,2004,W074,157000.0,plastic,FRA
T,France,2004,W075,0.0,wood,FRA
T,France,2004,W077_08,9000.0,weee + batt + vehicles,FRA
T,France,2004,W09,0.0,organic waste,FRA
T,France,2004,W10,19818000.0,mixed waste,FRA
T,France,2004,W11,0.0,common sludges,FRA
T,France,2004,W12-13,0.0,mineral waste,FRA
T,France,2006,W01-05,31700.0,chemical and medical,FRA
T,France,2006,W071,1492400.0,glass,FRA
T,France,2006,W072,1110800.0,paper,FRA
T,France,2006,W074,176500.0,plastic,FRA
T,France,2006,W075,0.0,wood,FRA
T,France,2006,W077_08,36800.0,weee + batt + vehicles,FRA
T,France,2006,W09,0.0,organic waste,FRA
T,France,2006,W10,20441500.0,mixed waste,FRA
T,France,2006,W11,0.0,common sludges,FRA
T,France,2006,W12-13,0.0,mineral waste,FRA
T,France,2008,W01-05,54060.0,chemical and medical,FRA
T,France,2008,W071,1668800.0,glass,FRA
T,France,2008,W072,1246430.0,paper,FRA
T,France,2008,W074,180940.0,plastic,FRA
T,France,2008,W075,0.0,wood,FRA
T,France,2008,W077_08,94910.0,weee + batt + vehicles,FRA
T,France,2008,W09,0.0,organic waste,FRA
T,France,2008,W10,19468000.0,mixed waste,FRA
T,France,2008,W11,0.0,common sludges,FRA
T,France,2008,W12-13,0.0,mineral waste,FRA
T,France,2010,W01-05,14435.0,chemical and medical,FRA
T,France,2010,W06,636131.0,metal,FRA
T,France,2010,W071,1706185.0,glass,FRA
T,France,2010,W072,1392789.0,paper,FRA
T,France,2010,W074,190900.0,plastic,FRA
T,France,2010,W075,624775.0,wood,FRA
T,France,2010,W077_08,228374.0,weee + batt + vehicles,FRA
T,France,2010,W09,3771278.0,organic waste,FRA
T,France,2010,W10,18042903.0,mixed waste,FRA
T,France,2010,W11,0.0,common sludges,FRA
T,France,2010,W12-13,0.0,mineral waste,FRA
T,France,2012,W01-05,19382.0,chemical and medical,FRA
T,France,2012,W06,622342.0,metal,FRA
T,France,2012,W071,1745115.0,glass,FRA
T,France,2012,W072,1697280.0,paper,FRA
T,France,2012,W074,288600.0,plastic,FRA
T,France,2012,W075,840381.0,wood,FRA
T,France,2012,W077_08,222581.0,weee + batt + vehicles,FRA
T,France,2012,W09,3703923.0,organic waste,FRA
T,France,2012,W10,17657408.0,mixed waste,FRA
T,France,2012,W11,0.0,common sludges,FRA
T,France,2012,W12-13,0.0,mineral waste,FRA
T,France,2014,W01-05,12437.0,chemical and medical,FRA
T,France,2014,W06,363702.0,metal,FRA
T,France,2014,W071,1733653.0,glass,FRA
T,France,2014,W072,1595000.0,paper,FRA
T,France,2014,W074,251000.0,plastic,FRA
T,France,2014,W075,916810.0,wood,FRA
T,France,2014,W077_08,231751.0,weee + batt + vehicles,FRA
T,France,2014,W09,3696763.0,organic waste,FRA
T,France,2014,W10,16639173.0,mixed waste,FRA
T,France,2014,W11,0.0,common sludges,FRA
T,France,2014,W12-13,0.0,mineral waste,FRA
T,France,2016,W01-05,13188.0,chemical and medical,FRA
T,France,2016,W06,569159.0,metal,FRA
T,France,2016,W071,1551910.0,glass,FRA
T,France,2016,W072,1580280.0,paper,FRA
T,France,2016,W074,282000.0,plastic,FRA
T,France,2016,W075,979676.0,wood,FRA
T,France,2016,W077_08,767168.0,weee + batt + vehicles,FRA
T,France,2016,W09,3806779.0,organic waste,FRA
T,France,2016,W10,16516350.0,mixed waste,FRA
T,France,2016,W11,0.0,common sludges,FRA
T,France,2016,W12-13,2806451.0,mineral waste,FRA
T,France,2018,W01-05,36500.0,chemical and medical,FRA
T,France,2018,W06,668654.0,metal,FRA
T,France,2018,W071,1603493.0,glass,FRA
T,France,2018,W072,1567800.0,paper,FRA
T,France,2018,W074,313000.0,plastic,FRA
T,France,2018,W075,996757.0,wood,FRA
T,France,2018,W077_08,1064118.0,weee + batt + vehicles,FRA
T,France,2018,W09,4095868.0,organic waste,FRA
T,France,2018,W10,16416986.0,mixed waste,FRA
T,France,2018,W11,0.0,common sludges,FRA
T,France,2018,W12-13,2857203.0,mineral waste,FRA
T,France,2020,W01-05,15715.0,chemical and medical,FRA
T,France,2020,W06,693760.0,metal,FRA
T,France,2020,W071,1819353.0,glass,FRA
T,France,2020,W072,1383247.0,paper,FRA
T,France,2020,W074,329000.0,plastic,FRA
T,France,2020,W075,1026710.0,wood,FRA
T,France,2020,W077_08,945357.0,weee + batt + vehicles,FRA
T,France,2020,W09,4519392.0,organic waste,FRA
T,France,2020,W10,16125769.0,mixed waste,FRA
T,France,2020,W11,0.0,common sludges,FRA
T,France,2020,W12-13,2893458.0,mineral waste,FRA
T,France,2022,W01-05,5654.0,chemical and medical,FRA
T,France,2022,W06,755182.0,metal,FRA
T,France,2022,W071,1928585.0,glass,FRA
T,France,2022,W072,1504061.0,paper,FRA
T,France,2022,W074,380000.0,plastic,FRA
T,France,2022,W075,1096826.0,wood,FRA
T,France,2022,W077_08,958992.0,weee + batt + vehicles,FRA
T,France,2022,W09,4833002.0,organic waste,FRA
T,France,2022,W10,16227886.0,mixed waste,FRA
T,France,2022,W11,0.0,common sludges,FRA
T,France,2022,W12-13,3360359.0,mineral waste,FRA
T,Croatia,2004,W01-05,0.0,chemical and medical,HRV
T,Croatia,2004,W071,0.0,glass,HRV
T,Croatia,2004,W072,0.0,paper,HRV
T,Croatia,2004,W074,0.0,plastic,HRV
T,Croatia,2004,W075,0.0,wood,HRV
T,Croatia,2004,W077_08,0.0,weee + batt + vehicles,HRV
T,Croatia,2004,W09,0.0,organic waste,HRV
T,Croatia,2004,W10,0.0,mixed waste,HRV
T,Croatia,2004,W11,0.0,common sludges,HRV
T,Croatia,2004,W12-13,0.0,mineral waste,HRV
T,Croatia,2006,W01-05,89556.0,chemical and medical,HRV
T,Croatia,2006,W071,0.0,glass,HRV
T,Croatia,2006,W072,0.0,paper,HRV
T,Croatia,2006,W074,0.0,plastic,HRV
